city,country,temp,temp_max,temp_min,humidity,pressure,sky,sunrise,sunset,wind,wind_deg,dt,cloudiness
Hérin,FR,3.49,5.4,2.99,98,1039,Clear,08:41 AM,04:43 PM,2.84,,01:07 AM,1
Hérimoncourt,FR,2.34,3.38,-0.69,94,1035,Clear,08:14 AM,04:42 PM,4.56,,01:07 AM,8
Héricy,FR,5.21,7.81,3.29,100,1037,Clear,08:35 AM,04:54 PM,2.57,,01:07 AM,0
Héricourt,FR,2.46,3.65,-0.43,93,1035,Clear,08:15 AM,04:42 PM,4.7,,01:07 AM,5
Héric,FR,6.65,6.94,4.41,89,1034,Clear,08:48 AM,05:16 PM,1.34,,01:07 AM,0
Hergnies,FR,3.58,6.23,3.16,98,1039,Clear,08:41 AM,04:42 PM,2.81,,01:07 AM,1
Hérépian,FR,1.04,4.4,0.93,80,1030,Clear,08:15 AM,05:12 PM,0.8,,01:07 AM,0
Herbitzheim,FR,6,7.97,1.24,92,1037,Clear,08:20 AM,04:34 PM,3.03,,01:07 AM,5
Herbignac,FR,6.49,8.43,5.5,81,1034,Clear,08:51 AM,05:19 PM,4.12,,01:07 AM,0
Herbeys,FR,1.13,3.4,-0.43,97,1034,Clouds,08:10 AM,04:55 PM,1.55,,01:07 AM,46
Herbault,FR,4.45,5.79,2.89,92,1035,Clear,08:38 AM,05:04 PM,4.79,,01:07 AM,0
Henvic,FR,7.6,9.08,7.08,90,1036,Clear,09:03 AM,05:20 PM,5.85,,01:07 AM,2
Henrichemont,FR,2.32,3.32,-0.71,90,1035,Clear,08:31 AM,05:00 PM,4.9,,01:07 AM,0
Hénouville,FR,5.76,8.09,4.05,87,1038,Clouds,08:47 AM,04:57 PM,4.12,,01:07 AM,24
Hénon,FR,8.24,8.45,8.18,93,1036,Clear,08:57 AM,05:16 PM,3.43,,01:07 AM,0
Hennebont,FR,6.85,8.35,6.1,91,1035,Clear,08:57 AM,05:21 PM,2.24,,01:07 AM,0
Hénanbihen,FR,8.95,8.96,8.69,90,1037,Clear,08:56 AM,05:14 PM,4.24,,01:07 AM,0
Helfaut,FR,5.72,8.44,2.71,90,1039,Clouds,08:47 AM,04:46 PM,1.7,,01:03 AM,16
Hélesmes,FR,3.71,5.58,3.17,98,1039,Clear,08:41 AM,04:43 PM,2.81,,01:07 AM,1
Heimsbrunn,FR,1.4,4.23,-0.87,96,1036,Clear,08:14 AM,04:39 PM,4.55,,01:07 AM,5
Heillecourt,FR,2.92,4.64,1.31,84,1037,Clear,08:22 AM,04:39 PM,3.09,,01:07 AM,0
Hégenheim,FR,2.04,4.34,-0.14,91,1031,Mist,08:12 AM,04:39 PM,1.03,,01:07 AM,16
Hédé-Bazouges,FR,7.85,9.05,4.29,92,1036,Clear,08:53 AM,05:13 PM,3.53,,01:07 AM,0
Haybes,FR,5.2,7.56,2.59,97,1039,Clear,08:34 AM,04:39 PM,1.89,,01:07 AM,5
Haverskerque,FR,5.49,8.9,1.9,96,1039,Clear,08:46 AM,04:45 PM,1.97,,01:07 AM,8
Haveluy,FR,3.65,5.53,3.12,98,1039,Clear,08:41 AM,04:43 PM,2.83,,01:07 AM,1
Hauville,FR,5.35,8.01,3.97,91,1038,Clouds,08:47 AM,04:58 PM,3.02,,01:07 AM,21
Hautot-sur-Mer,FR,6.26,6.54,5.91,86,1038,Clouds,08:49 AM,04:55 PM,3.75,,01:07 AM,31
Hauteville-Lompnes,FR,-0.13,0.73,-1.75,95,1034,Clouds,08:14 AM,04:53 PM,1.44,,01:07 AM,44
Hauteville-lès-Dijon,FR,1.62,2.06,-2.2,87,1034,Clear,08:22 AM,04:50 PM,3.6,,01:07 AM,0
Haute-Rivoire,FR,1.05,1.72,0.53,97,1034,Clouds,08:18 AM,04:59 PM,0.73,,01:07 AM,78
Hauterives,FR,3.34,4.06,2.6,86,1033,Clouds,08:13 AM,04:58 PM,2.48,,01:07 AM,46
Hauterive,FR,1.23,2.42,-3.12,96,1034,Clear,08:23 AM,05:01 PM,0.59,,01:07 AM,1
Haute-Goulaine,FR,6.89,7.41,6.72,85,1034,Clear,08:47 AM,05:16 PM,5.14,,01:07 AM,0
Haussy,FR,3.56,5.52,2.9,94,1039,Clear,08:40 AM,04:43 PM,2.94,,01:07 AM,1
Haulchin,FR,3.66,5,3.1,98,1039,Clear,08:41 AM,04:43 PM,2.85,,01:07 AM,1
Haucourt,FR,6.37,7.54,1.38,94,1038,Clear,08:28 AM,04:37 PM,4.02,,01:07 AM,8
Haspres,FR,3.65,5.43,3.01,93,1039,Clear,08:41 AM,04:43 PM,2.87,,01:07 AM,1
Hasnon,FR,3.66,6.25,3.18,98,1038,Clear,08:42 AM,04:43 PM,2.79,,01:07 AM,1
Harnes,FR,4.25,7.56,3.07,100,1039,Fog,08:44 AM,04:45 PM,1.03,,01:08 AM,90
Harly,FR,4.62,5.12,3.42,93,1038,Clear,08:39 AM,04:46 PM,3.3,,01:08 AM,0
Hargarten-aux-Mines,FR,5.23,7.9,1.31,99,1037,Clear,08:23 AM,04:35 PM,2.36,,01:08 AM,6
Harfleur,FR,7.94,8.88,5.29,81,1038,Clouds,08:50 AM,05:00 PM,3.09,,01:08 AM,20
Hardricourt,FR,5.61,7.79,3.27,96,1038,Mist,08:41 AM,04:55 PM,0.45,,01:08 AM,0
Hardinghen,FR,7.39,9.62,3.02,86,1039,Clouds,08:50 AM,04:47 PM,2.16,,01:08 AM,30
Harbonnières,FR,4.71,5.3,3.92,100,1039,Fog,08:42 AM,04:48 PM,3.09,,01:08 AM,90
Hanvec,FR,6.88,8.94,5.95,92,1036,Clear,09:02 AM,05:22 PM,3.74,,01:08 AM,3
Hangenbieten,FR,2.31,5.16,-0.41,93,1038,Mist,08:16 AM,04:34 PM,1.54,,01:08 AM,7
Hanches,FR,4.77,7.4,2.72,94,1037,Clear,08:40 AM,04:58 PM,3.71,,01:08 AM,0
Ham-sous-Varsberg,FR,5.23,7.93,1.34,96,1037,Clear,08:23 AM,04:35 PM,2.53,,01:08 AM,5
Hames-Boucres,FR,7.94,10.24,3.65,84,1039,Clouds,08:50 AM,04:47 PM,2.63,,01:08 AM,40
Hambach,FR,5.98,7.95,4.08,87,1037,Clouds,08:21 AM,04:34 PM,4.63,,01:08 AM,75
Ham,FR,5.24,5.29,4.07,92,1038,Clear,08:40 AM,04:47 PM,3.21,,01:08 AM,0
Hallines,FR,6.17,8.75,3.03,90,1039,Clouds,08:48 AM,04:46 PM,1.68,,01:08 AM,17
Hallennes-lez-Haubourdin,FR,4.64,7.64,1.85,100,1039,Fog,08:44 AM,04:43 PM,1.03,,01:08 AM,90
Hallencourt,FR,4.97,5.13,3.75,90,1039,Clouds,08:46 AM,04:51 PM,2.54,,01:08 AM,18
Haisnes,FR,4.53,7.62,3.12,90,1039,Clear,08:44 AM,04:45 PM,2.09,,01:08 AM,1
Haillicourt,FR,4.39,8.61,2.89,96,1040,Clear,08:45 AM,04:46 PM,2.2,,01:08 AM,1
Hadol,FR,-0.7,3.55,-3.85,94,1035,Clear,08:19 AM,04:41 PM,2.67,,01:08 AM,2
Habsheim,FR,1.55,4.53,-0.65,94,1036,Mist,08:13 AM,04:39 PM,0.45,,01:08 AM,5
Gy,FR,-0.31,3.26,-2.9,88,1034,Clear,08:19 AM,04:46 PM,3.77,,01:08 AM,1
Gurgy,FR,2.23,6.13,2.23,92,1035,Clear,08:29 AM,04:53 PM,3.14,,01:08 AM,0
Gundershoffen,FR,3.63,8.29,-0.67,99,998,Clouds,08:18 AM,04:33 PM,2.64,,01:08 AM,12
Gumbrechtshoffen,FR,3.81,8.39,-0.57,99,998,Clouds,08:18 AM,04:33 PM,2.51,,01:08 AM,12
Guissény,FR,7.56,7.61,7.46,88,1036,Clear,09:05 AM,05:22 PM,6.97,,01:08 AM,4
Guise,FR,3.13,5.28,3,95,1038,Clear,08:38 AM,04:44 PM,3.37,,01:08 AM,1
Guiscriff,FR,5.45,6.49,5.07,91,1035,Clear,08:59 AM,05:22 PM,4.45,,01:08 AM,1
Guiscard,FR,5.02,5.42,4.1,92,1038,Clear,08:39 AM,04:48 PM,2.99,,01:08 AM,0
Guipry,FR,6.13,8.03,4.43,89,1035,Clear,08:51 AM,05:15 PM,4.15,,01:08 AM,0
Guipavas,FR,7.09,7.18,6.04,87,1036,Clouds,09:04 AM,05:23 PM,3.6,,01:08 AM,90
Arrondissement de Guingamp,FR,7.45,7.66,5.81,94,1036,Clear,08:59 AM,05:19 PM,4.19,,01:08 AM,1
Guînes,FR,7.83,10.25,3.66,85,1039,Clouds,08:50 AM,04:47 PM,2.46,,01:08 AM,36
Guilvinec,FR,6.55,7.51,6.23,84,1035,Clear,09:01 AM,05:25 PM,8.54,,01:08 AM,4
Guilliers,FR,6.16,8.85,4.09,93,1036,Clear,08:54 AM,05:17 PM,4.02,,01:08 AM,0
Guillestre,FR,-0.07,1.31,-0.61,74,1035,Clear,08:05 AM,04:54 PM,2.62,,01:08 AM,0
Guillac,FR,6.5,8,6.36,92,1036,Clear,08:54 AM,05:17 PM,4.47,,01:08 AM,0
Guilherand-Granges,FR,4.69,5.3,3.98,85,1033,Clouds,08:13 AM,05:00 PM,2.37,,01:08 AM,27
Guilers,FR,7,7.09,5.95,87,1036,Clouds,09:04 AM,05:24 PM,3.6,,01:08 AM,90
Guignicourt,FR,5.53,8.17,2.53,91,1038,Clear,08:35 AM,04:45 PM,2.44,,01:08 AM,2
Guignes,FR,4.99,7.54,3.97,97,1039,Clear,08:36 AM,04:53 PM,0.89,,01:08 AM,0
Guignen,FR,5.82,7.79,4.19,85,1035,Clouds,08:51 AM,05:15 PM,4.12,,01:08 AM,20
Guiclan,FR,7.19,8.85,5.86,87,1036,Clouds,09:02 AM,05:21 PM,4.63,,01:03 AM,90
Guichen,FR,5.44,7.73,4.13,86,1035,Clouds,08:51 AM,05:14 PM,4.12,,01:08 AM,20
Guewenheim,FR,1.05,3.64,-1.23,93,1035,Clear,08:15 AM,04:40 PM,3.98,,01:08 AM,7
Gueux,FR,4.45,7.96,2.31,93,1038,Clear,08:34 AM,04:46 PM,4.63,,01:08 AM,1
Gueugnon,FR,-2.41,3.88,-3.03,90,1034,Clear,08:22 AM,04:57 PM,0.8,,01:08 AM,6
Guéthary,FR,4.31,8.25,3.75,100,1028,Fog,08:33 AM,05:31 PM,1.03,,01:08 AM,90
Guesnain,FR,3.92,5.71,3.14,98,1039,Clear,08:42 AM,04:44 PM,2.69,,01:08 AM,1
Guerville,FR,5.23,7.53,3.01,93,1037,Clear,08:41 AM,04:56 PM,3.3,,01:08 AM,0
Guern,FR,5.98,8.37,5.38,92,1036,Clear,08:57 AM,05:19 PM,4.9,,01:08 AM,0
Guermantes,FR,5.48,7.49,3.92,97,1037,Clear,08:37 AM,04:53 PM,3.32,,01:08 AM,0
Guerlesquin,FR,7.67,8.24,6.24,93,1036,Clear,09:01 AM,05:19 PM,4.59,,01:08 AM,2
Guérigny,FR,3.72,3.72,-0.25,93,1034,Clear,08:28 AM,04:58 PM,2.86,,01:08 AM,0
Guéreins,FR,3.61,4.29,-2.63,92,1033,Clouds,08:17 AM,04:56 PM,1.07,,01:08 AM,70
Guérard,FR,5.39,7.72,3.2,97,1037,Clear,08:36 AM,04:52 PM,3.59,,01:08 AM,0
Guer,FR,6.21,7.97,4.38,93,1036,Clear,08:52 AM,05:16 PM,4.31,,01:08 AM,0
Guenrouet,FR,6.61,8.06,5.43,91,1035,Clear,08:50 AM,05:17 PM,4.99,,01:08 AM,0
Guénin,FR,6.47,8.04,5.79,91,1035,Clear,08:56 AM,05:19 PM,5.07,,01:08 AM,1
Guengat,FR,6.14,6.95,5.53,93,1035,Clear,09:01 AM,05:24 PM,2.57,,01:07 AM,0
Guénange,FR,5.83,8.84,1.61,93,1038,Clear,08:25 AM,04:37 PM,2.28,,01:08 AM,7
Guémené-sur-Scorff,FR,5.73,8.16,5.18,92,1036,Clear,08:57 AM,05:20 PM,4.87,,01:08 AM,1
Guémené-Penfao,FR,6.79,8.04,5.4,91,1035,Clear,08:50 AM,05:16 PM,4.64,,01:08 AM,0
Guémar,FR,2.23,4.05,-0.6,93,1037,Clear,08:15 AM,04:37 PM,4.63,,01:08 AM,0
Guégon,FR,6.37,7.91,5.73,92,1036,Clear,08:54 AM,05:18 PM,4.48,,01:08 AM,0
Guécélard,FR,6.07,6.42,5.31,87,1036,Clear,08:43 AM,05:07 PM,2.57,,01:08 AM,0
Guebwiller,FR,1.05,3.47,-1.18,93,1036,Clear,08:15 AM,04:39 PM,3.14,,01:05 AM,3
Guarbecque,FR,5.26,8.9,3.18,96,1039,Clear,08:46 AM,04:45 PM,1.98,,01:08 AM,8
Gruson,FR,3.95,7.51,3.02,99,1039,Fog,08:43 AM,04:43 PM,1.03,,01:08 AM,90
Gruissan,FR,2.13,2.24,1.8,78,1029,Clear,08:13 AM,05:13 PM,0.36,,01:08 AM,0
Gruffy,FR,1.35,3.09,-0.24,88,1033,Clouds,08:11 AM,04:52 PM,2.57,,01:08 AM,90
Gruchet-le-Valasse,FR,7.5,8.75,5.16,90,1038,Clouds,08:49 AM,04:58 PM,3.05,,01:08 AM,30
Grosseto-Prugna,FR,6.12,6.16,3.26,87,1029,Clouds,07:46 AM,04:54 PM,3.09,,01:08 AM,90
Gros-Réderching,FR,5.88,7.6,2.05,87,1037,Clouds,08:20 AM,04:34 PM,4.63,,01:08 AM,75
Groslay,FR,5.92,7.69,3.17,93,1034,Mist,08:39 AM,04:53 PM,2.06,,01:08 AM,0
Grosbreuil,FR,7.16,7.35,5.9,81,1032,Clear,08:45 AM,05:20 PM,6.93,,01:08 AM,0
Grosbliederstroff,FR,6.3,8.14,4.27,90,1037,Clouds,08:21 AM,04:34 PM,4.63,,01:08 AM,75
Gron,FR,2.4,6.17,2.27,90,1036,Clear,08:32 AM,04:53 PM,3.77,,01:08 AM,0
Groix,FR,6.88,8.27,6.01,92,1035,Clear,08:57 AM,05:22 PM,4.12,,01:08 AM,0
Groisy,FR,0.59,1.84,-2.13,87,1033,Clouds,08:12 AM,04:50 PM,2.57,,01:08 AM,90
Groissiat,FR,0.77,2.98,-2.27,96,1034,Clouds,08:15 AM,04:52 PM,1.63,,01:08 AM,17
Groffliers,FR,8.64,8.98,3.71,76,1040,Clouds,08:48 AM,04:50 PM,2.06,,01:08 AM,90
Grisy-Suisnes,FR,5.38,7.5,3.94,97,1037,Clear,08:37 AM,04:54 PM,2.57,,01:08 AM,0
Grisolles,FR,6.19,9.33,0.68,84,1029,Clear,08:23 AM,05:18 PM,0.64,,01:08 AM,0
Grimaud,FR,7.67,12.43,3.69,94,1030,Clear,08:00 AM,04:59 PM,2.65,,01:08 AM,0
Grillon,FR,4.06,4.3,3.08,86,1031,Clear,08:10 AM,05:01 PM,3.78,,01:08 AM,1
Grigny,FR,5.62,7.64,3.12,93,1037,Clear,08:37 AM,04:55 PM,2.57,,01:08 AM,0
Grignon,FR,2.75,4.46,1.13,87,1035,Clouds,08:09 AM,04:51 PM,2.1,,01:08 AM,28
Grignan,FR,3.93,4.14,2.92,87,1031,Clear,08:11 AM,05:01 PM,3.91,,01:08 AM,2
Griesheim-près-Molsheim,FR,1.97,4.06,-0.23,93,1038,Mist,08:16 AM,04:35 PM,1.54,,01:08 AM,5
Gries,FR,2.56,5.21,0.18,96,1038,Clouds,08:16 AM,04:33 PM,3.6,,01:08 AM,12
Grièges,FR,3.21,4.27,-2.64,94,1033,Clouds,08:18 AM,04:55 PM,0.91,,01:08 AM,47
Grez-sur-Loing,FR,4.55,7.7,2.38,90,1036,Clear,08:35 AM,04:55 PM,3.91,,01:08 AM,0
Grez-Neuville,FR,5.91,7.48,5.61,91,1035,Clear,08:45 AM,05:12 PM,5.01,,01:08 AM,0
Grézieu-la-Varenne,FR,2.65,3.4,2.2,92,1033,Clouds,08:16 AM,04:57 PM,1.03,,01:08 AM,90
Gretz-Armainvilliers,FR,5.29,7.45,3.88,97,1038,Clear,08:37 AM,04:53 PM,2.24,,01:08 AM,0
Grésy-sur-Aix,FR,3.01,4.65,0.82,83,1034,Clouds,08:11 AM,04:53 PM,2.24,,01:08 AM,90
Gresswiller,FR,2.39,4.65,-0.19,93,1038,Mist,08:17 AM,04:35 PM,1.54,,01:08 AM,6
Gréoux-les-Bains,FR,3.51,10.44,-2.93,72,1030,Clear,08:04 AM,05:00 PM,1.72,,01:08 AM,0
Grendelbruch,FR,0.42,2.52,-2.32,96,1037,Clear,08:17 AM,04:36 PM,1.33,,01:08 AM,6
Grenay,FR,4.13,7.36,2.86,96,1039,Clear,08:44 AM,04:45 PM,2.2,,01:08 AM,1
Grenay,FR,4.13,7.36,2.86,96,1039,Clear,08:44 AM,04:45 PM,2.2,,01:08 AM,1
Grenade,FR,8.49,9.34,6.09,84,1029,Clear,08:23 AM,05:18 PM,0.55,,01:08 AM,0
Gréasque,FR,4.08,10.73,-2.64,85,1029,Clear,08:05 AM,05:02 PM,0.89,,01:08 AM,0
Gray-la-Ville,FR,0.77,3.26,-1,91,1034,Clear,08:20 AM,04:47 PM,3.73,,01:09 AM,0
Gray,FR,0.57,3.12,-2.66,91,1034,Clear,08:20 AM,04:47 PM,3.66,,01:09 AM,0
Gravigny,FR,4.96,6.75,3.07,100,1038,Mist,08:44 AM,04:58 PM,1.54,,01:09 AM,10
Graveson,FR,4.57,5.34,0.93,77,1030,Clear,08:09 AM,05:04 PM,2.57,,01:09 AM,0
Gravelines,FR,7.24,9.41,1.97,47,1036,Clouds,08:49 AM,04:45 PM,2.28,,01:09 AM,21
Graulhet,FR,4.19,9.01,0.79,87,1029,Clear,08:20 AM,05:15 PM,1.17,,01:09 AM,0
Gratentour,FR,5.42,8.92,1.77,92,1029,Mist,08:22 AM,05:18 PM,0.51,,01:09 AM,0
Granville,FR,9.36,9.9,9.29,86,1037,Clear,08:54 AM,05:10 PM,4.53,,01:09 AM,0
Grans,FR,2.78,6.72,0.64,87,1029,Clear,08:07 AM,05:04 PM,4.12,,01:09 AM,0
Granges-sur-Vologne,FR,0.33,2.81,-4.53,95,1036,Clear,08:18 AM,04:39 PM,2.11,,01:09 AM,2
Grane,FR,4.37,4.39,3.67,74,1033,Clear,08:12 AM,05:00 PM,2.82,,01:09 AM,5
Grandvilliers,FR,4.2,5.88,4.04,92,1038,Clouds,08:44 AM,04:52 PM,3.22,,01:09 AM,16
Grandvillars,FR,1.85,3.56,-1.31,94,1035,Clear,08:14 AM,04:41 PM,4.66,,01:09 AM,7
Grandris,FR,1.78,2.57,-3.52,90,1034,Clouds,08:18 AM,04:57 PM,0.96,,01:09 AM,68
Gallargues-le-Montueux,FR,4.91,5.48,3.03,76,1030,Clear,08:11 AM,05:07 PM,4.13,,01:09 AM,0
Grandfresnoy,FR,5.37,6.48,4.12,93,1038,Clear,08:40 AM,04:51 PM,2.81,,01:09 AM,0
Grand-Fougeray,FR,6,7.84,4.24,92,1035,Clear,08:50 AM,05:15 PM,4.31,,01:09 AM,0
Grandfontaine,FR,-0.18,4.08,-1.32,100,1034,Clear,08:17 AM,04:47 PM,4.02,,01:09 AM,1
Grand-Couronne,FR,6.13,8.7,4.66,87,1038,Clouds,08:46 AM,04:57 PM,4.12,,01:09 AM,20
Grand-Charmont,FR,2.35,3.6,-0.48,93,1035,Clear,08:15 AM,04:42 PM,5.18,,01:09 AM,6
Grand-Champ,FR,6.27,7.71,5.46,87,1034,Clear,08:55 AM,05:20 PM,5.66,,01:09 AM,0
Grandcamp-Maisy,FR,9.74,9.74,8.32,86,1038,Clouds,08:54 AM,05:05 PM,5.39,,01:09 AM,72
Grambois,FR,1.79,4.91,-2.8,72,1030,Clear,08:06 AM,05:01 PM,3.36,,01:09 AM,0
Gramat,FR,1.12,1.12,1.12,91,1029,Clear,08:25 AM,05:13 PM,1.08,,01:09 AM,0
Grainville-sur-Odon,FR,7.85,8.32,6.97,81,1038,Clear,08:51 AM,05:04 PM,2.57,,01:09 AM,0
Grainville-la-Teinturière,FR,6.92,8.67,5.08,89,1038,Clouds,08:49 AM,04:57 PM,3.29,,01:09 AM,41
Gragnague,FR,5.53,9.05,1.9,100,1029,Mist,08:21 AM,05:17 PM,0.51,,01:09 AM,0
Grâces,FR,8.49,8.79,8.36,94,1037,Clear,08:59 AM,05:18 PM,4.37,,01:09 AM,1
Graçay,FR,3.99,4.41,0.44,91,1034,Clear,08:33 AM,05:03 PM,4.37,,01:09 AM,0
Grabels,FR,4.73,4.99,1.52,76,1030,Clear,08:12 AM,05:09 PM,4.12,,01:09 AM,0
Goven,FR,5.79,8.79,4.03,85,1035,Clouds,08:52 AM,05:15 PM,4.12,,01:09 AM,20
Gouzon,FR,-1.62,-1.29,-1.62,94,1033,Clear,08:28 AM,05:06 PM,2.09,,01:09 AM,3
Gouzeaucourt,FR,4.2,5.11,2.54,92,1038,Clear,08:41 AM,04:46 PM,3.21,,01:09 AM,1
Gouy-sous-Bellonne,FR,4.01,5.58,3.01,91,1039,Clear,08:42 AM,04:45 PM,2.66,,01:09 AM,1
Gouvieux,FR,6,7.94,4.38,92,1038,Clear,08:40 AM,04:52 PM,2.78,,01:09 AM,0
Gouvernes,FR,5.76,7.74,4.18,95,1037,Clear,08:37 AM,04:53 PM,4.12,,01:09 AM,0
Gournay-sur-Marne,FR,5.96,7.88,3.36,93,1038,Mist,08:38 AM,04:53 PM,2.06,,01:09 AM,0
Gournay-en-Bray,FR,5.23,6.52,4.07,97,1038,Clouds,08:44 AM,04:54 PM,3.38,,01:09 AM,17
Gourin,FR,5.74,6.7,5.28,91,1036,Clear,08:59 AM,05:21 PM,4.17,,01:09 AM,1
Arrondissement de Gourdon,FR,3.2,3.2,3.2,91,1029,Clear,08:26 AM,05:14 PM,1.08,,01:09 AM,0
Gourdan-Polignan,FR,1.97,5.03,1.58,62,1029,Clear,08:23 AM,05:24 PM,2.14,,01:09 AM,1
Goult,FR,2.91,5.64,-0.43,64,1029,Clear,08:07 AM,05:02 PM,2.9,,01:09 AM,0
Gouézec,FR,6.55,7.14,5.71,91,1035,Clear,09:01 AM,05:22 PM,3.78,,01:09 AM,2
Gouesnou,FR,7.06,7.14,6.01,87,1036,Clouds,09:04 AM,05:23 PM,3.6,,01:09 AM,90
Gouesnach,FR,6.45,7.49,6.06,93,1035,Clear,09:00 AM,05:24 PM,2.57,,01:09 AM,0
Goudelin,FR,8.65,8.95,8.52,84,1037,Clear,08:59 AM,05:17 PM,4.64,,01:09 AM,0
Goudargues,FR,4.38,4.86,3.64,86,1031,Clear,08:12 AM,05:04 PM,4.25,,01:09 AM,0
Gouarec,FR,7.55,8.69,5.42,94,1036,Clear,08:58 AM,05:19 PM,3.77,,01:09 AM,0
Gouaix,FR,4.63,6.16,2.26,90,1036,Clear,08:33 AM,04:52 PM,4.09,,01:09 AM,0
Gosné,FR,6.39,8.73,3.97,92,1036,Clear,08:51 AM,05:12 PM,3.72,,01:09 AM,0
Gosnay,FR,4.55,8.72,3,96,1040,Clear,08:45 AM,04:46 PM,2.11,,01:09 AM,2
Gorze,FR,3.68,7.93,1.35,94,1037,Clouds,08:25 AM,04:39 PM,4.63,,01:09 AM,20
Gorron,FR,6.51,6.51,6.51,92,1036,Clear,08:49 AM,05:09 PM,4.04,,01:09 AM,0
Gorges,FR,6.92,7.36,5.38,87,1034,Clear,08:46 AM,05:16 PM,6.24,,01:09 AM,0
Gordes,FR,2.27,4.79,-1.28,64,1029,Clear,08:08 AM,05:02 PM,2.29,,01:09 AM,0
Gorcy,FR,7.07,8.18,2.02,94,1038,Clear,08:28 AM,04:38 PM,3.3,,01:09 AM,9
Gorbio,FR,7.38,9.21,2.04,86,1030,Clear,07:58 AM,04:54 PM,1.14,,01:09 AM,0
Gontaud-de-Nogaret,FR,2.45,3.44,-2.08,94,1029,Clear,08:29 AM,05:20 PM,1.5,,01:09 AM,0
Gonneville-la-Mallet,FR,7.11,8.08,4.5,81,1038,Clouds,08:51 AM,04:59 PM,3.09,,01:09 AM,20
Gonnehem,FR,4.93,8.88,3.16,96,1040,Clear,08:45 AM,04:45 PM,2.06,,01:09 AM,4
Gonfaron,FR,4.57,11.58,-0.66,93,1030,Clear,08:01 AM,05:00 PM,0,,01:09 AM,0
Gondrin,FR,5.02,7.37,-0.75,83,1028,Clear,08:27 AM,05:22 PM,1.34,,01:09 AM,1
Gondreville,FR,3.35,4.74,1.4,87,1036,Clear,08:23 AM,04:40 PM,4.63,,01:08 AM,0
Gondrecourt-le-Château,FR,2.51,4.07,-2.29,88,1036,Clear,08:24 AM,04:43 PM,6.28,,01:09 AM,1
Gondecourt,FR,4.25,7.63,3.14,100,1039,Fog,08:44 AM,04:44 PM,1.03,,01:09 AM,90
Goncelin,FR,3.44,5.07,1.25,88,1034,Clouds,08:10 AM,04:54 PM,2.12,,01:09 AM,44
Gommegnies,FR,3,5.09,2.47,96,1039,Clear,08:40 AM,04:42 PM,2.73,,01:09 AM,0
Gometz-le-Châtel,FR,5.28,7.18,2.66,92,1037,Clear,08:39 AM,04:56 PM,0.45,,01:09 AM,0
Gometz-la-Ville,FR,5.15,7.05,2.53,92,1037,Clear,08:39 AM,04:56 PM,0.45,,01:09 AM,0
Golbey,FR,3.72,4.06,0.73,94,1036,Clear,08:19 AM,04:41 PM,3.12,,01:09 AM,2
Goincourt,FR,5.04,6.65,4.2,98,1036,Mist,08:42 AM,04:53 PM,4.12,,01:09 AM,8
Gœulzin,FR,3.96,5.63,3.06,91,1039,Clear,08:42 AM,04:44 PM,2.69,,01:09 AM,1
Goetzenbruck,FR,4.45,7.07,-1.34,93,1037,Clear,08:19 AM,04:33 PM,2.36,,01:09 AM,9
Gœrsdorf,FR,3.45,8.19,-0.21,99,1037,Clouds,08:17 AM,04:32 PM,2.81,,01:09 AM,13
Godewaersvelde,FR,6.14,7.52,1.73,91,1040,Clear,08:46 AM,04:44 PM,1.91,,01:09 AM,7
Goderville,FR,7.02,8.12,4.54,87,1038,Clouds,08:50 AM,04:58 PM,3.54,,01:09 AM,41
Glomel,FR,5.81,8.01,4.74,91,1036,Clear,08:59 AM,05:20 PM,3.85,,01:09 AM,0
Gleizé,FR,3.38,4.13,2.22,91,1032,Clouds,08:17 AM,04:56 PM,1.02,,01:09 AM,90
Givry,FR,0.23,4.01,-2.91,87,1034,Clear,08:20 AM,04:53 PM,4.52,,01:09 AM,0
Givrand,FR,7.46,7.5,5.53,83,1033,Clear,08:46 AM,05:20 PM,7.03,,01:09 AM,1
Givet,FR,5.31,8.11,2.94,98,1039,Mist,08:34 AM,04:38 PM,0.51,,01:09 AM,90
Givenchy-en-Gohelle,FR,4.14,7.28,2.79,90,1039,Clear,08:44 AM,04:45 PM,2.36,,01:09 AM,1
Gisors,FR,5.33,7.79,4.35,92,1038,Clear,08:43 AM,04:54 PM,3.41,,01:09 AM,4
Giroussens,FR,5,6.96,1.77,87,1029,Clear,08:21 AM,05:16 PM,1.32,,01:09 AM,0
Gironde-sur-Dropt,FR,3.54,3.71,-1.8,84,1029,Clear,08:31 AM,05:21 PM,1.85,,01:09 AM,1
Giromagny,FR,0.72,2.47,-2.19,94,1035,Clear,08:16 AM,04:41 PM,2.7,,01:09 AM,5
Giraumont,FR,4.45,7.99,1.4,96,1037,Clear,08:26 AM,04:38 PM,1.79,,01:09 AM,6
Ginestas,FR,1.6,3.01,1.39,84,1029,Clear,08:15 AM,05:14 PM,0.53,,01:09 AM,0
Ginasservis,FR,3.21,10.07,-3.3,75,1030,Clear,08:04 AM,05:00 PM,2.01,,01:08 AM,0
Gimont,FR,5.9,7.36,0.24,99,1029,Clear,08:24 AM,05:20 PM,0.71,,01:09 AM,1
Gilly-sur-Isère,FR,2.88,4.62,1.29,88,1035,Clouds,08:09 AM,04:51 PM,1.87,,01:09 AM,34
